Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-October-2016,1103.15,1105.80,1085.75,1089.30,1095.132568254147927886,229693,5748,251544285.00,101638,44.25,20.05,-13.85
5-October-2016,1103.15,1105.80,1085.75,1089.30,1095.132568254147927886,229693,5748,251544285.00,101638,44.25,20.05,-13.85
4-October-2016,1093.90,1108.00,1092.00,1095.20,1098.243839957425191707,413390,7304,454003021.00,204003,49.35,16.00,1.30
3-October-2016,1084.50,1107.35,1076.95,1090.40,1089.310319974224647262,955952,9712,1041328379.00,710899,74.37,30.40,5.90
30-September-2016,1070.00,1093.45,1067.00,1082.10,1082.396060676627800553,184651,7490,199865515.00,58228,31.53,26.45,12.10
29-September-2016,1095.00,1110.00,1067.50,1072.55,1087.219939302673401692,389803,11004,423801594.00,90905,23.32,42.50,-22.45
28-September-2016,1110.00,1113.00,1087.30,1089.70,1093.795334645730704794,320533,8958,350597500.00,108731,33.92,25.70,-20.30
27-September-2016,1113.05,1125.70,1107.30,1110.45,1114.644249430163253916,318951,12134,355516898.00,147031,46.10,18.40,-2.60
26-September-2016,1102.50,1128.90,1102.00,1109.35,1120.893593878059181046,991973,15366,1111896181.00,631302,63.64,26.90,6.85
23-September-2016,1088.00,1109.20,1088.00,1102.95,1101.095132850033578427,1161460,14278,1278877953.00,841346,72.44,21.20,14.95
22-September-2016,1080.00,1095.50,1079.10,1087.65,1089.840598025304481494,541248,10236,589874044.00,338543,62.55,16.40,7.65
21-September-2016,1074.00,1084.50,1067.00,1071.35,1075.147569146194811887,157167,4904,168977718.00,58328,37.11,17.50,-2.65
20-September-2016,1085.05,1086.00,1069.10,1074.10,1075.944362027808871326,296596,4995,319120794.00,183455,61.85,16.90,-10.95
19-September-2016,1074.90,1087.50,1071.05,1082.35,1082.043938929121463122,1613535,8585,1745915767.00,1402580,86.93,16.45,7.45
16-September-2016,1065.00,1093.25,1059.75,1075.65,1082.883751911519449205,1299359,23246,1407054749.00,649631,50.00,33.50,10.65
15-September-2016,1047.00,1068.00,1047.00,1062.45,1056.215056691106400357,462771,8459,488785698.00,201259,43.49,21.00,15.45
14-September-2016,1046.00,1058.00,1040.65,1045.45,1052.560581095008461313,314372,7186,330895575.00,154924,49.28,17.35,-0.55
12-September-2016,1034.00,1055.65,1025.10,1046.60,1046.703021482852689010,492672,12534,515681271.00,200495,40.70,30.55,12.60
9-September-2016,1034.00,1049.65,1030.20,1043.70,1042.403442809793929231,305332,11577,318279128.00,77380,25.34,19.45,9.70
8-September-2016,1020.50,1035.50,1020.00,1032.25,1030.389764464675139629,367758,7348,378934079.00,120060,32.65,15.50,11.75
7-September-2016,1020.10,1026.75,1014.00,1017.45,1019.079503776599607814,220304,8712,224507291.00,65429,29.70,12.75,-2.65
6-September-2016,1020.00,1024.95,1014.00,1020.45,1019.227937910219738704,240877,7127,245508568.00,91963,38.18,10.95,0.45
2-September-2016,1032.00,1035.00,1003.10,1012.85,1014.115612323614848280,541854,17356,549502601.00,150607,27.79,31.90,-19.15
1-September-2016,1053.90,1072.55,1026.25,1029.15,1051.926353106199248243,1095036,29479,1151897226.00,254105,23.21,46.30,-24.75
31-August-2016,1065.90,1073.55,1047.05,1058.00,1064.907687543280872972,232493,7686,247583583.00,63731,27.41,26.50,-7.90
30-August-2016,1059.20,1070.00,1053.25,1065.80,1058.661300161767558538,1139289,10531,1206121174.00,931340,81.75,16.75,6.60
29-August-2016,1027.70,1059.95,1027.00,1057.00,1044.484255263236106135,639293,13187,667731473.00,349341,54.64,32.95,29.30
26-August-2016,1014.80,1030.00,1014.65,1027.70,1024.604995231590071397,232782,7028,238509600.00,72362,31.09,15.35,12.90
25-August-2016,1020.50,1028.50,1010.00,1013.10,1020.410788672914128236,156757,5185,159956534.00,37963,24.22,18.50,-7.40
24-August-2016,1014.50,1022.10,1011.10,1020.75,1015.086459253925130655,366612,5663,372142877.00,265119,72.32,11.00,6.25
23-August-2016,1013.00,1014.80,1005.10,1009.90,1010.281312217845817281,208441,4184,210584047.00,108186,51.90,9.70,-3.10
22-August-2016,1017.90,1020.35,1007.30,1013.90,1013.502988464693703296,179189,4855,181608587.00,51403,28.69,13.05,-4.00
19-August-2016,1011.00,1021.70,1007.25,1014.85,1014.898950333679868540,149095,4944,151316359.00,36342,24.38,14.45,3.85
18-August-2016,1015.35,1023.15,1015.15,1016.60,1019.681490160940138539,290170,3016,295880978.00,225212,77.61,8.00,1.25
17-August-2016,1023.00,1028.80,1008.20,1014.00,1018.572435164186078290,453723,5177,462149741.00,336867,74.25,20.60,-9.00
16-August-2016,1035.00,1044.00,1016.00,1024.20,1026.885025802285979032,202889,7660,208343676.00,58826,28.99,28.00,-10.80
12-August-2016,1015.00,1041.75,1014.90,1034.95,1032.496747242769189883,361232,11232,372970865.00,132073,36.56,26.85,19.95
11-August-2016,1004.00,1022.00,1000.25,1012.45,1012.780515706158792975,161720,6188,163786865.00,28837,17.83,21.75,8.45
10-August-2016,1029.95,1034.50,1001.05,1002.80,1013.986529723727847823,205341,7058,208213008.00,70395,34.28,33.45,-27.15
9-August-2016,1028.40,1033.40,1021.30,1029.85,1027.707436528737457972,188865,5957,194097965.00,66851,35.40,12.10,1.45
8-August-2016,1017.15,1033.50,1017.15,1029.65,1029.153378774442757729,266132,8335,273890647.00,130638,49.09,16.35,12.50
5-August-2016,995.20,1017.50,995.20,1014.55,1007.243889892315782253,174956,5742,176223362.00,72455,41.41,22.30,19.35
4-August-2016,1000.00,1002.00,984.50,993.15,991.072210053387262124,178507,7126,176913327.00,53259,29.84,17.50,-6.85
3-August-2016,1011.55,1013.05,992.00,994.05,998.358430836678338599,175635,9005,175346683.00,72710,41.40,21.05,-17.50
2-August-2016,1008.90,1018.50,1007.00,1011.05,1012.928829260904684975,158464,4833,160512754.00,62879,39.68,11.50,2.15
1-August-2016,1016.55,1020.85,1005.30,1009.30,1011.986025647560860161,137323,4510,138968957.00,50052,36.45,15.55,-7.25
29-July-2016,1025.80,1025.80,1012.20,1015.50,1016.996586651866241154,108105,4239,109942416.00,33938,31.39,13.60,-10.30
28-July-2016,1018.40,1029.80,1012.50,1026.05,1020.898330123595231710,205105,8141,209391352.00,68304,33.30,17.30,7.65
27-July-2016,1025.00,1026.90,1010.00,1013.05,1017.348681873090314787,168876,5413,171805776.00,63407,37.55,16.90,-11.95
26-July-2016,1021.40,1034.15,1015.20,1023.30,1027.613635857336986789,269334,10438,276771291.00,96335,35.77,18.95,1.90
25-July-2016,1016.00,1021.80,1007.80,1020.65,1014.967339449285445879,1434391,5725,1455860017.00,1305167,90.99,14.00,4.65
22-July-2016,1005.00,1017.25,1004.15,1014.80,1013.012989417401672183,135033,5207,136790183.00,38049,28.18,13.10,9.80
21-July-2016,1024.00,1024.55,1005.50,1006.70,1011.700701071224986859,135079,5335,136659519.00,39776,29.45,19.05,-17.30
20-July-2016,1020.00,1028.10,1017.00,1022.55,1022.820944280078895463,243360,8364,248913705.00,77197,31.72,11.10,2.55
19-July-2016,1008.00,1021.80,995.25,1015.40,1009.722321598477640342,394125,10989,397956810.00,79026,20.05,26.55,7.40
18-July-2016,1027.00,1039.00,986.10,1004.25,1021.820876362013128053,667578,19179,682145137.00,148753,22.28,52.90,-22.75
15-July-2016,1010.00,1020.65,1003.85,1012.55,1013.734773830563074651,357608,10099,362519665.00,145642,40.73,16.80,2.55
14-July-2016,1008.00,1014.60,999.05,1006.45,1006.506605033526859547,144511,6488,145451276.00,34438,23.83,15.55,-1.55
13-July-2016,1003.00,1015.80,1002.00,1008.45,1011.141127249387881237,420670,12999,425356738.00,211722,50.33,13.80,5.45
12-July-2016,992.50,1004.05,991.00,1002.10,998.393889382428623943,261152,8077,260732561.00,96673,37.02,13.05,9.60
11-July-2016,988.05,994.90,985.50,990.75,990.337366646933030482,165538,7340,163938467.00,44622,26.96,9.40,2.70
8-July-2016,988.00,989.00,978.55,980.10,982.950079333812830030,276679,6470,271961645.00,122133,44.14,10.45,-7.90
7-July-2016,993.45,1000.00,986.75,987.90,991.832558637053172040,205672,9499,203992186.00,61517,29.91,13.25,-5.55
5-July-2016,989.95,1002.80,980.50,992.95,994.527713482841638346,258358,9215,256944191.00,77906,30.15,22.30,3.00
4-July-2016,978.00,992.35,976.20,986.65,987.423456247548567891,211611,6698,208949665.00,73445,34.71,16.15,8.65
1-July-2016,973.50,976.45,970.20,973.65,973.420981738984754565,149225,4327,145258746.00,60928,40.83,6.25,0.15
30-June-2016,971.00,977.75,967.35,969.45,971.187206770107764487,249804,10481,242606449.00,116041,46.45,10.40,-1.55
29-June-2016,961.00,968.80,960.30,966.85,964.928730354935546530,169890,5862,163931742.00,61618,36.27,8.50,5.85
28-June-2016,957.50,961.55,956.00,958.20,958.701407988447274278,152345,5543,146053366.00,42531,27.92,5.55,0.70
27-June-2016,949.85,958.80,944.00,956.10,954.487288660141874833,266573,6561,254440540.00,101368,38.03,14.80,6.25
24-June-2016,966.00,966.00,934.40,951.50,946.598770275875211586,713656,16411,675545892.00,318476,44.63,31.60,-14.50
23-June-2016,980.00,983.45,970.00,981.90,975.336494120753308356,219671,7479,214253143.00,69127,31.47,13.45,1.90
22-June-2016,986.95,986.95,977.00,980.50,980.959147830012219071,385463,7166,378123456.00,183771,47.68,9.95,-6.45
21-June-2016,995.00,995.00,980.20,987.25,986.528216438167096061,347776,7508,343090837.00,178978,51.46,14.80,-7.75
20-June-2016,965.00,993.00,965.00,990.55,985.129998198340220928,355228,9386,349945759.00,169103,47.60,28.00,25.55
17-June-2016,977.00,978.90,970.00,973.25,973.862219678770422730,159014,6025,154857727.00,53596,33.71,8.90,-3.75
16-June-2016,981.90,983.50,967.50,974.55,974.563833548829722669,189485,6768,184665228.00,33762,17.82,16.00,-7.35
15-June-2016,977.50,984.90,973.50,982.40,980.343206849975306291,168059,5863,164755499.00,44347,26.39,11.40,4.90
14-June-2016,982.00,984.50,969.30,974.90,976.972816316178170994,134051,4917,130964183.00,31627,23.59,15.20,-7.10
13-June-2016,970.00,983.30,964.00,979.30,973.938949610625161470,189663,7602,184720183.00,37632,19.84,19.30,9.30
10-June-2016,973.00,984.20,968.70,975.65,976.865696193575774727,226144,7600,220912316.00,70043,30.97,15.50,2.65
9-June-2016,958.05,977.00,958.00,971.45,971.002246760867450522,318681,9781,309439967.00,143163,44.92,19.00,13.40
8-June-2016,957.00,958.00,950.20,954.15,953.715095129603549620,183907,5040,175394882.00,58346,31.73,7.80,-2.85
7-June-2016,956.00,961.10,951.80,954.65,955.630398192472056918,175267,5489,167490473.00,75497,43.08,9.30,-1.35
6-June-2016,959.00,962.75,953.00,955.90,957.362590037730096421,157434,6270,150721422.00,46906,29.79,9.75,-3.10
3-June-2016,957.50,963.60,955.40,957.95,959.163315765051354327,144389,5342,138492632.00,48172,33.36,8.20,0.45
2-June-2016,956.10,957.25,945.25,956.00,950.731941767860874410,172276,6793,163788296.00,64488,37.43,12.00,-0.10
1-June-2016,958.80,966.50,951.25,953.30,959.197000202401116401,187746,6787,180085400.00,53239,28.36,15.25,-5.50
31-May-2016,968.90,972.50,956.20,958.95,962.689455941187222030,196964,6056,189615166.00,52791,26.80,16.30,-9.95
30-May-2016,975.00,981.45,966.00,969.45,972.298064462188035617,215289,7715,209325078.00,65957,30.64,15.45,-5.55
27-May-2016,951.50,975.70,949.50,972.65,965.489680426098535286,306408,10652,295833762.00,81680,26.66,26.20,21.15
26-May-2016,950.55,953.00,944.25,946.65,947.997039557203067079,196930,6392,186689057.00,68025,34.54,8.75,-3.90
25-May-2016,949.20,951.90,941.60,949.25,947.537260773121824756,181679,6484,172147622.00,51441,28.31,10.30,0.05
24-May-2016,930.90,943.35,929.00,940.05,939.590427198663045748,191480,6603,179912775.00,46574,24.32,14.35,9.15
23-May-2016,938.40,940.00,925.70,930.00,932.288964174925994613,479357,10478,446899241.00,275459,57.46,14.30,-8.40
20-May-2016,951.15,954.60,932.35,934.10,943.436660394811529001,380536,11494,359011613.00,126580,33.26,22.25,-17.05
19-May-2016,971.15,971.70,946.15,950.55,961.914944719603001554,207759,7354,199846487.00,79035,38.04,25.55,-20.60
18-May-2016,967.00,972.75,965.20,970.15,970.008353990057382325,146038,5042,141658080.00,34820,23.84,7.55,3.15
17-May-2016,980.00,983.30,966.65,970.20,974.970405665574366342,176081,7553,171673764.00,50745,28.82,16.65,-9.80
16-May-2016,978.25,982.05,972.00,976.15,976.695845461472260136,182427,6623,178175693.00,50999,27.96,10.05,-2.10
13-May-2016,988.00,990.90,975.50,978.00,981.279232419878741177,186873,6110,183374594.00,59008,31.58,15.40,-10.00
12-May-2016,977.00,992.45,975.70,991.05,986.401401364775616984,218644,8165,215670748.00,51519,23.56,16.75,14.05
11-May-2016,973.00,980.45,971.00,974.85,976.377281895145231947,155682,5617,152004368.00,35105,22.55,9.45,1.85
10-May-2016,982.00,984.85,978.05,981.35,981.389711381637636627,110977,4366,108911686.00,31676,28.54,6.80,-0.65
9-May-2016,975.00,986.00,972.50,982.95,980.835701275045537340,186660,6915,183082792.00,72905,39.06,13.50,7.95
6-May-2016,975.00,976.95,967.50,969.15,971.137957748972942343,225888,8995,219368411.00,92532,40.96,9.45,-5.85
5-May-2016,982.25,983.50,971.10,975.05,976.872926889010042588,253122,9367,247268029.00,109401,43.22,12.40,-7.20
4-May-2016,976.00,983.65,974.25,977.50,979.078695881731784582,227280,7443,222525006.00,71136,31.30,9.40,1.50
3-May-2016,989.80,994.70,972.60,976.05,981.906314685116397765,282136,10845,277031120.00,69017,24.46,22.10,-13.75
2-May-2016,981.40,992.50,977.05,986.30,986.681691402421990359,225517,7966,222513495.00,54915,24.35,15.45,4.90
29-April-2016,995.70,998.75,977.85,982.55,988.339507337526205450,477000,16373,471437945.00,149803,31.41,20.90,-13.15
28-April-2016,1019.70,1019.70,992.00,997.35,1002.310688733640710937,676909,16633,678473126.00,204385,30.19,27.70,-22.35
27-April-2016,1019.90,1025.85,1015.10,1019.70,1021.505304446978335233,219250,8822,223965038.00,75747,34.55,10.75,-0.20
26-April-2016,1017.00,1023.85,1008.00,1016.80,1014.624204502654695226,411535,15742,417553372.00,103288,25.10,15.85,-0.20
25-April-2016,1042.70,1044.90,1012.75,1016.15,1020.171031561136881542,628843,25573,641527412.00,150237,23.89,32.15,-26.55
22-April-2016,1041.00,1047.75,1030.50,1038.75,1039.441825996127375491,242213,9581,251766323.00,74180,30.63,17.25,-2.25
21-April-2016,1044.90,1051.50,1035.00,1040.90,1041.892153103038189581,232079,9249,241801289.00,61280,26.40,16.50,-4.00
20-April-2016,1068.20,1070.00,1035.35,1038.30,1045.475323990787317665,261813,13736,273719031.00,94153,35.96,34.65,-29.90
18-April-2016,1065.45,1065.70,1055.00,1061.75,1059.679835647703760585,375048,7026,397430803.00,177510,47.33,10.70,-3.70
13-April-2016,1052.00,1068.30,1052.00,1065.45,1059.652863620078912965,421477,11413,446619310.00,216488,51.36,16.30,13.45
12-April-2016,1040.30,1057.00,1038.60,1047.15,1049.496555614787824835,193213,7206,202776378.00,52828,27.34,18.40,6.85
11-April-2016,1035.20,1045.00,1033.30,1039.85,1040.203615934016675133,167315,6245,174041668.00,54424,32.53,11.70,4.65
8-April-2016,1033.50,1054.00,1032.05,1037.85,1042.077181272786897895,259195,10732,270101195.00,45808,17.67,21.95,4.35
7-April-2016,1032.00,1048.00,1023.25,1037.95,1037.863811791755624897,170492,6997,176947477.00,39029,22.89,24.75,5.95
6-April-2016,1030.80,1035.90,1022.20,1031.45,1029.603310880237470030,87590,4622,90182954.00,18891,21.57,13.70,0.65
5-April-2016,1030.00,1042.00,1022.65,1028.10,1029.900072770733635018,207501,5923,213705295.00,69880,33.68,19.35,-1.90
4-April-2016,1036.15,1042.45,1024.45,1035.15,1032.861937439191341708,116143,5958,119959684.00,21351,18.38,18.00,-1.00
1-April-2016,1039.00,1045.90,1026.40,1033.65,1033.450943451337773104,205416,11717,212287359.00,48657,23.69,19.50,-5.35
31-March-2016,1043.00,1055.95,1034.10,1045.25,1046.026559857891950057,292735,9205,306208585.00,120343,41.11,21.85,2.25
30-March-2016,1040.35,1050.90,1040.25,1044.90,1046.844296689258720414,225448,8963,236008953.00,74792,33.17,10.65,4.55
29-March-2016,1023.05,1040.90,1022.40,1035.40,1034.326701447583374883,246687,7577,255154951.00,74615,30.25,18.50,12.35
28-March-2016,1029.00,1031.95,1015.50,1020.50,1022.457176176866725797,304410,12716,311246189.00,106985,35.15,16.45,-8.50
23-March-2016,1047.00,1047.00,1023.00,1029.35,1031.409251074926745204,350489,10739,361497597.00,106129,30.28,24.00,-17.65
22-March-2016,1038.10,1052.50,1036.75,1048.50,1045.552948731103924690,302113,11164,315875138.00,91235,30.20,15.75,10.40
21-March-2016,1027.20,1039.00,1023.50,1036.20,1029.796757211003732173,202295,7924,208322735.00,73940,36.55,15.50,9.00
18-March-2016,1019.00,1028.40,1016.25,1025.20,1022.109259948655221261,827348,8279,845640052.00,684960,82.79,12.15,6.20
17-March-2016,1028.00,1036.40,1012.40,1015.55,1024.415860658179579352,201404,8721,206321452.00,50951,25.30,24.00,-12.45
16-March-2016,1021.00,1025.70,1005.40,1021.75,1016.292459534149230161,164645,6645,167327472.00,22640,13.75,20.30,0.75
15-March-2016,1021.00,1026.95,1016.00,1020.40,1021.226939520333680917,191800,5634,195871327.00,77167,40.23,10.95,-0.60
14-March-2016,1018.15,1026.00,1013.00,1018.55,1018.646669643810614812,206014,6156,209855475.00,60195,29.22,13.00,0.40
11-March-2016,1016.50,1029.50,1011.30,1015.65,1019.571164815673311430,248065,8869,252919921.00,44780,18.05,18.20,-0.85
10-March-2016,1043.70,1045.00,1009.00,1012.00,1020.160672868540380285,354839,15320,361992793.00,105088,29.62,36.00,-31.70
9-March-2016,1019.00,1044.00,1017.35,1041.95,1033.748933497557036469,367791,11771,380203554.00,102896,27.98,26.65,22.95
8-March-2016,1006.00,1031.00,1006.00,1027.15,1021.890341554456892123,424354,13337,433643254.00,148281,34.94,25.00,21.15
4-March-2016,1017.00,1018.00,1003.75,1006.50,1008.897172716757924003,2911912,6987,2937819784.00,2688418,92.32,14.25,-10.50
3-March-2016,1007.25,1017.25,997.55,1012.55,1008.873301042125348598,340650,11815,343672690.00,104736,30.75,19.70,5.30
2-March-2016,992.50,1005.25,987.50,1001.20,998.647715195596321962,529739,12416,529022642.00,303733,57.34,17.75,8.70
1-March-2016,967.50,985.00,965.00,982.25,979.622700262002571922,311829,10931,305474767.00,104509,33.51,20.00,14.75
29-February-2016,951.10,993.00,936.30,966.55,959.368465421585059020,999988,22873,959356953.00,372718,37.27,56.70,15.45
26-February-2016,950.00,958.50,944.95,950.50,951.424967460208165821,225109,6121,214174323.00,65338,29.03,13.55,0.50
25-February-2016,957.00,957.00,941.70,944.40,947.621349046885370959,332961,6898,315520952.00,180413,54.18,15.30,-12.60
24-February-2016,946.30,959.00,942.55,952.55,954.391241650081741214,1457649,9209,1391167439.00,1262542,86.61,16.45,6.25
23-February-2016,964.00,966.90,943.05,950.70,957.701145800366406497,1794728,9348,1718813062.00,1569863,87.47,23.85,-13.30
22-February-2016,945.90,967.90,945.05,962.45,961.502119979896742358,218870,7756,210443969.00,46690,21.33,22.85,16.55
19-February-2016,941.15,952.45,937.80,944.55,945.183978986721670749,186168,7112,175963011.00,21374,11.48,14.65,3.40
18-February-2016,962.00,967.75,936.30,941.15,950.803049717040797049,243498,9004,231518641.00,41642,17.10,31.45,-20.85
17-February-2016,933.40,956.00,917.10,952.45,937.878956456066132708,365447,12080,342745051.00,60239,16.48,38.90,19.05
16-February-2016,952.80,958.00,927.00,929.65,942.267545928641839553,307379,10116,289633256.00,33676,10.96,31.00,-23.15
15-February-2016,921.00,949.95,920.00,944.65,939.911597122700618245,288882,9957,271523542.00,59296,20.53,29.95,23.65
12-February-2016,931.05,933.00,888.50,906.30,907.509568472038749449,681300,23393,618286269.00,159288,23.38,44.50,-24.75
11-February-2016,963.00,966.00,916.25,922.45,937.678876741769611282,563005,17182,527917896.00,168980,30.01,49.75,-40.55
