Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-October-2015,941.80,947.75,937.50,939.20,941.136659223430095408,142859,4432,134449842.00,49075,34.35,10.25,-2.60
26-October-2015,958.05,963.00,940.00,943.00,948.362743087031608758,151129,4227,143325113.00,34421,22.78,23.00,-15.05
23-October-2015,962.10,973.35,950.80,955.85,963.110290039408661565,239795,7265,230949032.00,58347,24.33,22.55,-6.25
21-October-2015,956.00,974.00,952.80,954.75,962.639011574385337043,290037,9210,279200931.00,61692,21.27,21.20,-1.25
20-October-2015,963.00,966.80,951.10,955.45,957.272667098282876110,206974,7181,198130553.00,50280,24.29,15.70,-7.55
19-October-2015,941.60,965.20,941.60,963.40,956.927018165043823012,802090,22962,767541592.00,215718,26.89,23.60,21.80
16-October-2015,905.00,914.70,904.00,912.20,911.129889343328129502,232521,8129,211856833.00,75022,32.26,10.70,7.20
15-October-2015,907.25,910.60,900.10,904.00,904.753390018016878970,189822,5702,171742098.00,61452,32.37,10.50,-3.25
14-October-2015,893.15,904.00,892.30,902.00,899.973925665746747428,167406,4923,150661035.00,36930,22.06,11.70,8.85
13-October-2015,887.80,895.00,883.00,892.55,889.830672730123882703,127540,4076,113489004.00,22649,17.76,12.00,4.75
12-October-2015,890.00,900.65,888.50,892.05,894.606531267960640662,144413,4292,129192813.00,35465,24.56,12.15,2.05
9-October-2015,896.85,904.90,882.10,886.35,891.526457055214723926,252976,7795,225534797.00,61312,24.24,22.80,-10.50
8-October-2015,914.15,915.00,886.60,889.15,899.302072724176104913,293575,9218,264012606.00,51113,17.41,28.40,-25.00
7-October-2015,895.80,917.00,890.05,913.85,903.615100043632737019,320860,9827,289933941.00,102933,32.08,26.95,18.05
6-October-2015,893.10,899.00,885.55,895.90,893.324663999179234636,233928,6473,208973652.00,78948,33.75,13.45,2.80
5-October-2015,865.00,889.90,862.50,886.25,877.666981924609089184,369010,9673,323867893.00,94602,25.64,27.40,21.25
1-October-2015,872.00,872.50,858.80,862.30,863.047239823182484447,173286,6118,149554004.00,40289,23.25,13.70,-9.70
30-September-2015,848.05,863.00,838.60,860.50,852.995450496309493509,345752,8835,294924883.00,81719,23.64,24.40,12.45
29-September-2015,829.00,849.30,826.55,839.15,837.311566600434022213,436844,9814,365774534.00,139144,31.85,22.75,10.15
28-September-2015,837.90,840.90,830.00,834.35,834.173028385491631369,778144,8841,649106737.00,540499,69.46,10.90,-3.55
24-September-2015,848.00,848.00,835.05,837.90,838.830351615359751053,730116,14038,612443461.00,435761,59.68,12.95,-10.10
23-September-2015,840.00,856.75,840.00,851.40,849.483767505219432385,416233,7535,353583177.00,192106,46.15,16.75,11.40
22-September-2015,880.10,884.45,845.00,847.45,863.342856787619739674,723862,11738,624941087.00,477166,65.92,39.45,-32.65
21-September-2015,880.00,887.75,875.70,877.70,881.519406540921690726,177131,5106,156144414.00,52048,29.38,12.05,-2.30
18-September-2015,877.50,899.00,877.10,895.10,888.562079930103233799,558538,9260,496295687.00,299128,53.56,21.90,17.60
16-September-2015,870.00,877.40,865.00,872.10,872.133349773652040654,283855,5986,247559412.00,124027,43.69,12.40,2.10
15-September-2015,862.00,869.65,856.20,867.55,863.397111327491074326,332748,6013,287293662.00,154721,46.50,13.45,5.55
14-September-2015,861.80,864.40,852.10,863.05,857.974036401473100351,244111,8204,209440900.00,84518,34.62,12.30,1.25
11-September-2015,873.35,876.30,857.30,861.05,863.292810191587102166,363751,7850,314023623.00,159079,43.73,19.00,-12.30
10-September-2015,860.10,870.00,856.00,866.95,863.256682765357065335,368560,7536,318161883.00,137971,37.44,14.00,6.85
9-September-2015,859.00,878.50,851.35,873.05,865.312371304648366573,410854,9521,355517049.00,159211,38.75,27.15,14.05
8-September-2015,836.00,853.20,826.00,848.95,842.164627298189179445,288488,8512,242954389.00,63595,22.04,27.20,12.95
7-September-2015,837.00,844.00,827.75,833.05,833.632119309615427889,177756,5562,148183111.00,55144,31.02,16.25,-3.95
4-September-2015,847.10,850.35,825.25,835.60,835.002571098091478287,636304,12469,531315476.00,347951,54.68,25.10,-11.50
3-September-2015,853.90,860.40,845.05,853.75,851.984223832799595482,207655,6354,176918784.00,62665,30.18,15.35,-0.15
2-September-2015,850.00,856.95,843.30,849.30,850.073697792869269949,368125,10196,312933380.00,159018,43.20,13.65,-0.70
1-September-2015,852.55,853.00,835.20,840.15,841.657222401994628698,670601,12857,564416175.00,346389,51.65,17.80,-12.40
31-August-2015,870.25,871.20,854.50,856.80,862.275492381750280448,352115,7150,303620135.00,173269,49.21,16.70,-13.45
28-August-2015,879.55,883.00,866.10,871.20,875.208477700271249629,239263,8608,209405006.00,50086,20.93,16.90,-8.35
27-August-2015,868.30,880.00,857.65,869.55,870.363021047311376661,338333,10403,294472532.00,74813,22.11,22.35,1.25
26-August-2015,847.90,874.80,841.45,853.45,860.727123957441788669,398419,10840,342930040.00,105284,26.43,33.35,5.55
25-August-2015,840.00,861.00,824.40,852.90,841.383062501836560782,680620,16540,572662140.00,200534,29.46,36.60,12.90
24-August-2015,890.00,890.00,819.00,828.95,856.280385852792810120,915064,25268,783551355.00,299159,32.69,71.00,-61.05
21-August-2015,910.00,911.80,897.35,907.30,905.011896882948695474,559054,19770,505950521.00,187345,33.51,14.45,-2.70
20-August-2015,959.90,960.00,916.25,918.85,933.152523157686257458,439271,13714,409906842.00,124581,28.36,43.75,-41.05
19-August-2015,944.90,960.45,939.65,952.70,951.559280900679253356,299152,9049,284660862.00,62549,20.91,20.80,7.80
18-August-2015,955.20,958.85,942.00,944.35,946.257791133342208866,262895,8646,248766442.00,70841,26.95,16.85,-10.85
17-August-2015,967.00,967.05,947.30,950.05,952.460764095968269251,278342,9709,265109834.00,77176,27.73,19.75,-16.95
14-August-2015,938.60,971.95,934.90,967.05,958.115116597496031883,376123,10717,360369132.00,99331,26.41,37.05,28.45
13-August-2015,948.00,954.10,931.25,934.90,942.976285996437829544,226828,7486,213893425.00,50913,22.45,22.85,-13.10
12-August-2015,966.35,966.35,940.15,943.05,952.959859180117622412,391422,9943,373009454.00,72306,18.47,26.20,-23.30
11-August-2015,976.00,976.00,958.55,966.35,966.671599576860976560,269415,8537,260435829.00,34245,12.71,17.45,-9.65
10-August-2015,985.00,989.80,966.25,970.10,977.980406608293065236,192667,6577,188424551.00,56124,29.13,23.55,-14.90
7-August-2015,981.00,994.00,975.30,984.25,987.008491702382238656,249891,6606,246644539.00,70534,28.23,18.70,3.25
6-August-2015,994.00,994.00,978.00,979.40,983.806335412023007504,239574,6978,235694419.00,66478,27.75,16.00,-14.60
5-August-2015,990.00,1000.00,984.00,987.65,993.534507942304181121,262896,6799,261196248.00,52511,19.97,16.00,-2.35
4-August-2015,1001.25,1005.45,980.15,988.10,989.502158516495121161,355105,10866,351377164.00,69031,19.44,25.30,-13.15
3-August-2015,1001.15,1013.20,998.20,1001.15,1004.492518304313049898,325060,7120,326520338.00,113499,34.92,15.00,0.00
31-July-2015,1002.00,1007.90,990.00,1001.65,999.896597796299876056,351772,9224,351735626.00,105881,30.10,17.90,-0.35
30-July-2015,1001.70,1008.00,993.05,999.30,1001.657562400371611799,299237,9014,299733004.00,146890,49.09,14.95,-2.40
29-July-2015,1012.00,1012.45,992.20,995.45,1002.408191478730137579,240152,8393,240730332.00,87597,36.48,20.25,-16.55
28-July-2015,1009.50,1016.75,1000.25,1009.95,1010.395477379167503902,323485,10939,326847781.00,77071,23.83,16.50,0.45
27-July-2015,1027.00,1035.00,1001.30,1005.80,1016.563964606137038128,437703,18669,444953097.00,108161,24.71,33.70,-21.20
24-July-2015,1046.20,1050.00,1021.60,1025.05,1035.522022523779502602,290271,9852,300582013.00,76752,26.44,28.40,-21.15
23-July-2015,1055.00,1067.00,1041.00,1045.65,1051.252636131881958962,610364,15739,641646764.00,131979,21.62,26.00,-9.35
22-July-2015,1007.30,1053.50,1005.15,1050.45,1040.639255081630577443,825916,18331,859480611.00,371198,44.94,48.35,43.15
21-July-2015,1026.70,1028.00,1002.90,1007.50,1017.540628200101261196,262687,5504,267294695.00,53540,20.38,25.10,-19.20
20-July-2015,1026.10,1029.90,1018.10,1024.75,1024.125625542624693935,307533,7852,314952426.00,134633,43.78,11.80,-1.35
17-July-2015,1023.00,1031.00,1018.00,1022.15,1026.095351229729629711,405333,9901,415910307.00,135608,33.46,13.00,-0.85
16-July-2015,1012.50,1027.50,1011.40,1023.65,1023.458693609848610620,511991,13218,524001640.00,265203,51.80,16.10,11.15
15-July-2015,1000.00,1014.00,999.00,1011.40,1009.897062442759794883,495718,8325,500624152.00,310531,62.64,15.00,11.40
14-July-2015,1008.40,1011.45,995.25,997.60,1002.444675240347982799,301854,7040,302591935.00,144304,47.81,16.20,-10.80
13-July-2015,1001.00,1012.25,995.40,1007.20,1004.543039542991091925,433427,8746,435396076.00,260331,60.06,16.85,6.20
10-July-2015,994.65,1003.75,990.40,1001.55,999.414550802106406477,327762,8844,327570112.00,140028,42.72,13.35,6.90
9-July-2015,995.35,1001.45,984.30,987.30,992.599939649372749218,404304,8910,401312126.00,52496,12.98,17.15,-8.05
8-July-2015,1000.00,1008.20,990.45,994.80,998.144821878461107797,410815,10085,410052865.00,53166,12.94,17.75,-5.20
7-July-2015,1014.00,1016.50,1000.30,1003.40,1008.110701590884610521,213529,5618,215260870.00,59959,28.08,16.20,-10.60
6-July-2015,1000.00,1018.85,996.00,1015.30,1009.125555081240689602,564557,10252,569708896.00,248445,44.01,22.85,15.30
3-July-2015,1010.90,1013.50,1003.45,1006.75,1008.299691349338136650,532965,8390,537388445.00,212197,39.81,10.05,-4.15
2-July-2015,1007.05,1019.95,1006.15,1010.30,1013.430464435839668774,585463,11220,593326040.00,263534,45.01,13.80,3.25
1-July-2015,1002.40,1010.65,1002.00,1005.75,1006.515269776106530513,463792,12123,466813730.00,237515,51.21,8.65,3.35
30-June-2015,990.00,1003.50,988.00,1000.45,995.066739254568637523,488603,10383,486192594.00,203123,41.57,15.50,10.45
29-June-2015,985.00,993.60,972.60,990.75,983.444610608377269518,536953,13021,528063534.00,120803,22.50,21.00,5.75
26-June-2015,1002.25,1013.80,995.50,999.55,1003.052459313330374851,552085,14909,553770217.00,106372,19.27,18.30,-2.70
25-June-2015,990.50,1009.05,985.15,1004.65,1000.653676090035920361,778667,16734,779175996.00,356179,45.74,23.90,14.15
24-June-2015,995.25,1006.55,986.00,990.75,998.828534108765586809,659933,12859,659159911.00,298888,45.29,20.55,-4.50
23-June-2015,992.75,1002.40,990.75,994.75,995.651782305642688748,508162,10433,505952401.00,226877,44.65,11.65,2.00
22-June-2015,996.90,1008.70,986.65,991.35,993.347910067812366291,649734,19494,645411911.00,266392,41.00,22.05,-5.55
19-June-2015,983.00,1006.00,983.00,996.50,994.688255090790303895,1072967,29040,1067267673.00,333585,31.09,23.00,13.50
18-June-2015,934.40,982.00,933.00,979.05,965.188054877218885367,1403351,39234,1354497622.00,379399,27.04,49.00,44.65
17-June-2015,905.00,940.40,894.40,931.10,921.984772991690387613,869836,22298,801975547.00,215812,24.81,46.00,26.10
16-June-2015,899.90,905.90,892.50,903.95,898.553746365466338626,312970,7576,281220366.00,87648,28.01,13.40,4.05
15-June-2015,893.70,904.60,890.00,901.00,900.123040619610741561,259776,6435,233830363.00,47831,18.41,14.60,7.30
12-June-2015,879.30,892.50,878.85,889.15,887.881021028431567576,397129,13400,352603302.00,81601,20.55,13.65,9.85
11-June-2015,906.90,908.95,874.00,877.20,886.670368076659033408,416598,10919,369385102.00,125882,30.22,34.95,-29.70
10-June-2015,885.00,909.90,885.00,905.90,903.059412411560885532,289182,11025,261148527.00,80968,28.00,24.90,20.90
9-June-2015,885.25,890.50,878.00,883.90,884.086633008185873241,204010,6345,180362514.00,37671,18.47,12.50,-1.35
8-June-2015,908.80,910.65,883.65,885.25,894.573375629368694786,216884,8307,194018652.00,57962,26.72,27.00,-23.55
5-June-2015,910.00,916.65,904.00,906.05,909.964486410030964486,287749,8948,261841371.00,45580,15.84,12.65,-3.95
4-June-2015,903.10,915.90,895.05,912.50,905.907481517092628925,461778,16188,418328145.00,154890,33.54,20.85,9.40
3-June-2015,899.00,910.35,889.00,895.90,898.187091780068882731,445685,12197,400308514.00,144930,32.52,21.35,-3.10
2-June-2015,904.15,918.50,891.15,898.70,904.730391199402207317,558053,15121,504887509.00,156183,27.99,27.35,-5.45
1-June-2015,877.00,904.00,877.00,901.35,898.708342545508143562,271380,8619,243891470.00,82605,30.44,27.00,24.35
29-May-2015,879.50,886.50,874.00,877.15,880.101357287605171352,623744,9243,548957941.00,355763,57.04,12.50,-2.35
28-May-2015,886.90,894.00,873.40,876.75,885.459423422352256754,235493,6928,208519496.00,37279,15.83,20.60,-10.15
27-May-2015,884.10,890.80,880.75,886.95,886.084148364900897462,188643,5579,167153572.00,50982,27.03,10.05,2.85
26-May-2015,895.50,896.50,883.20,884.65,889.837369883599665761,154381,4315,137373983.00,35477,22.98,13.30,-10.85
25-May-2015,901.35,907.60,892.20,894.20,898.924675706001405186,190722,5431,171444712.00,41287,21.65,15.40,-7.15
22-May-2015,897.20,904.80,897.00,902.65,901.288822451232588726,189317,5603,170629296.00,43646,23.05,7.80,5.45
21-May-2015,910.25,915.50,894.00,896.90,899.101271511383407683,485092,7598,436146834.00,239371,49.35,21.50,-13.35
20-May-2015,900.00,909.50,898.90,907.40,904.433735179174670464,301940,8537,273084722.00,81826,27.10,10.60,7.40
19-May-2015,892.00,904.95,887.10,895.50,896.012077621114064197,399582,10684,358030298.00,115437,28.89,17.85,3.50
18-May-2015,876.20,892.10,873.00,890.50,884.984509368198353145,262804,8401,232577469.00,74204,28.24,19.10,14.30
15-May-2015,881.30,886.40,871.20,873.95,877.145531268123912565,200012,5196,175439632.00,46705,23.35,15.20,-7.35
14-May-2015,882.25,886.00,871.00,878.50,877.963650855906577765,316156,8117,277573476.00,49125,15.54,15.00,-3.75
13-May-2015,875.00,889.00,857.90,884.80,873.552861865115832498,437442,12081,382128711.00,57404,13.12,31.10,9.80
12-May-2015,895.00,895.00,865.25,868.35,874.188033157578875171,373248,10845,326288935.00,73080,19.58,29.75,-26.65
11-May-2015,892.00,898.95,883.20,895.75,892.077993208754611843,367532,9269,327867209.00,145842,39.68,15.75,3.75
8-May-2015,871.00,893.40,863.60,889.90,881.986339535016822628,489222,21074,431487121.00,148749,30.41,29.80,18.90
7-May-2015,877.30,879.00,860.00,869.40,867.555875273597578022,439971,21683,381699426.00,98047,22.28,19.00,-7.90
6-May-2015,891.05,896.40,872.00,879.25,881.545110481160943924,532670,27282,469572634.00,173629,32.60,24.40,-11.80
5-May-2015,893.00,901.75,885.00,890.90,893.348209485191988888,357104,19822,319018219.00,106680,29.87,16.75,-2.10
4-May-2015,867.00,893.25,861.20,890.45,878.153872640136161064,357224,17933,313697639.00,117352,32.85,32.05,23.45
30-April-2015,851.70,865.90,848.50,862.85,857.662245072117903864,333967,21374,286430887.00,83918,25.13,17.40,11.15
29-April-2015,863.40,870.95,848.30,851.25,859.410983715251386710,309185,18846,265716985.00,86536,27.99,22.65,-12.15
28-April-2015,875.00,881.75,860.00,865.00,871.314608790807951851,477021,17242,415635366.00,248765,52.15,21.75,-10.00
27-April-2015,881.00,887.50,871.00,874.55,879.553657771568000456,245491,14993,215922507.00,57989,23.62,16.50,-6.45
24-April-2015,876.85,883.95,868.40,879.40,877.520961689302882659,307251,16802,269619193.00,85699,27.89,15.55,2.55
23-April-2015,884.65,889.90,869.25,877.00,878.623184158747435843,310531,18261,272839736.00,77440,24.94,20.65,-7.65
22-April-2015,880.60,886.60,867.60,879.90,877.585603099975533469,302454,16632,265429276.00,65213,21.56,19.00,-0.70
21-April-2015,888.00,895.05,872.45,875.90,885.445817622415784385,425129,21128,376428695.00,123195,28.98,22.60,-12.10
20-April-2015,936.55,937.95,878.75,885.55,902.958202332994202555,827606,44115,747293626.00,240867,29.10,59.20,-51.00
17-April-2015,935.40,943.80,923.15,926.85,934.424999026803981020,462394,24343,432072513.00,112780,24.39,20.65,-8.55
16-April-2015,926.15,937.60,919.00,927.45,928.211405482712752657,499935,21865,464045369.00,168575,33.72,18.60,1.30
15-April-2015,920.90,939.40,907.60,923.75,923.005622166286080271,513681,28895,474130451.00,93179,18.14,31.80,2.85
13-April-2015,908.40,925.00,898.60,922.40,914.249387205272379263,469162,35204,428931071.00,149769,31.92,26.40,14.00
10-April-2015,895.00,906.70,889.00,903.65,899.475847373533743484,478685,22999,430565596.00,126532,26.43,17.70,8.65
9-April-2015,866.10,898.90,860.00,894.95,873.712256415203550067,1119528,30292,978145335.00,668101,59.68,38.90,28.85
8-April-2015,836.00,869.15,833.00,865.50,855.237842634800779348,651313,30326,557027525.00,275189,42.25,36.15,29.50
7-April-2015,825.10,835.90,825.10,832.80,831.525293718977830534,255261,14472,212255978.00,87882,34.43,10.80,7.70
6-April-2015,835.30,837.95,821.45,824.00,825.974094514721819986,219606,12073,181388867.00,90668,41.29,16.50,-11.30
1-April-2015,824.95,838.00,814.00,834.55,825.338157491333024126,254414,15179,209977582.00,54715,21.51,24.00,9.60
31-March-2015,816.10,832.05,816.10,824.70,826.469753331533220032,314795,15847,260168546.00,88056,27.97,15.95,8.60
30-March-2015,816.00,818.00,796.75,810.35,806.902536366696787682,451512,24134,364326178.00,131506,29.13,21.25,-5.65
27-March-2015,832.60,835.15,801.50,811.75,814.398391619095976434,535694,32094,436268332.00,192466,35.93,33.65,-20.85
26-March-2015,841.35,848.75,824.55,830.60,838.499393692309300550,382644,14318,320846762.00,202663,52.96,24.20,-10.75
25-March-2015,850.50,850.50,840.15,844.70,843.609336757264729056,382017,12093,322273108.00,274261,71.79,10.35,-5.80
24-March-2015,842.45,854.45,842.05,848.80,848.164028347597493274,438979,18032,372326197.00,212275,48.36,12.40,6.35
23-March-2015,856.35,863.45,838.10,842.25,846.663008149684139460,311055,16913,263358762.00,141239,45.41,25.35,-14.10
20-March-2015,856.10,861.00,848.85,854.30,855.101303253778308486,195127,10758,166853352.00,55159,28.27,12.15,-1.80
19-March-2015,875.00,876.00,852.10,856.25,865.994103468040168651,254726,13145,220591214.00,68712,26.97,23.90,-18.75
18-March-2015,858.00,872.90,855.00,868.75,862.826084432734695720,310093,15046,267556329.00,78736,25.39,17.90,10.75
17-March-2015,848.15,859.80,841.00,856.85,849.655804383682769644,588090,21757,499674082.00,284290,48.34,18.80,8.70
16-March-2015,854.00,854.00,841.00,842.05,843.093658376813533773,567883,19700,478778556.00,356276,62.74,13.00,-11.95
13-March-2015,869.00,869.95,847.00,850.15,855.388116484539269203,294391,14724,251818563.00,86760,29.47,22.95,-18.85
12-March-2015,860.00,866.20,855.55,863.75,860.460659229905857021,218285,10224,187825655.00,59403,27.21,10.65,3.75
11-March-2015,860.00,869.50,853.20,855.85,861.670183261506779928,240858,13955,207540157.00,62774,26.06,16.30,-4.15
10-March-2015,870.00,874.90,855.40,859.10,862.659570856826675990,589174,24051,508256590.00,276885,47.00,19.50,-10.90
9-March-2015,884.00,891.80,864.20,868.65,879.199288767676362554,299199,14033,263055548.00,73618,24.61,27.60,-15.35
5-March-2015,891.00,898.40,879.50,884.40,887.061909963966020446,306655,14198,272021970.00,53155,17.33,18.90,-6.60
4-March-2015,905.00,909.00,880.40,886.95,895.802262768404508883,384308,17540,344263976.00,85871,22.34,28.60,-18.05
3-March-2015,870.00,906.50,867.40,901.65,892.418823838574500490,707794,36015,631648689.00,172087,24.31,39.10,31.65
2-March-2015,869.85,875.60,856.15,863.70,862.411070689817715987,360646,14305,311025103.00,91735,25.44,19.45,-6.15
28-February-2015,861.80,868.40,847.00,866.25,859.978758700559887631,511174,22193,439598782.00,81977,16.04,21.40,4.45
27-February-2015,846.15,860.50,844.60,855.65,851.093551800760709651,426181,16233,362719901.00,169209,39.70,15.90,9.50
26-February-2015,846.05,850.00,837.10,842.25,841.560802794361355410,632989,23478,532698731.00,322765,50.99,12.90,-3.80
25-February-2015,847.00,856.40,841.60,843.55,847.172980604912758649,643101,23261,544817791.00,354296,55.09,14.80,-3.45
24-February-2015,853.00,857.20,837.10,841.75,843.536415306003345999,616856,28760,520340499.00,227090,36.81,20.10,-11.25
23-February-2015,869.80,876.40,846.65,851.15,861.703906741568800322,530826,22462,457414838.00,212155,39.97,29.75,-18.65
20-February-2015,897.00,897.00,872.00,873.25,877.759025161055062598,575890,26404,505492645.00,171169,29.72,25.00,-23.75
19-February-2015,905.00,907.15,887.55,901.35,896.093485400083643568,291714,15402,261403015.00,86195,29.55,19.60,-3.65
18-February-2015,900.00,908.00,895.05,901.45,901.549867558111534484,211791,11545,190940148.00,55092,26.01,12.95,1.45
16-February-2015,920.00,923.95,900.05,902.65,910.514545143924771635,275109,14078,250490746.00,116050,42.18,23.90,-17.35
13-February-2015,915.00,920.00,909.65,917.20,915.899536082288708696,277851,12272,254483602.00,60741,21.86,10.35,2.20
12-February-2015,906.35,915.00,887.30,910.45,900.790710216097554785,315228,14910,283954454.00,84618,26.84,27.70,4.10
11-February-2015,885.00,904.20,883.65,900.95,894.917108300179184256,263416,12685,235735485.00,39842,15.13,20.55,15.95
10-February-2015,892.00,905.00,862.40,882.70,887.432407928982891258,486418,20611,431663097.00,90298,18.56,42.60,-9.30
9-February-2015,903.00,915.70,891.95,897.30,905.709059880972346240,441242,19104,399636877.00,137197,31.09,23.75,-5.70
6-February-2015,925.70,930.15,904.00,910.45,917.111185024854875328,302154,16341,277108813.00,76167,25.21,26.15,-15.25
5-February-2015,932.50,938.60,918.15,922.35,928.876915685803507086,333040,15156,309353168.00,69392,20.84,20.45,-10.15
4-February-2015,939.40,943.10,925.70,928.70,936.251579585052268995,399472,17033,374006291.00,116360,29.13,17.40,-10.70
3-February-2015,912.50,940.20,911.30,937.45,929.534755663594938580,432764,21279,402269179.00,110600,25.56,28.90,24.95
2-February-2015,915.15,919.35,906.00,907.90,913.806584323197721320,845402,10538,772533914.00,608508,71.98,13.35,-7.25
30-January-2015,930.05,932.00,910.00,915.35,918.926268213986193106,242053,11875,222428860.00,51537,21.29,22.00,-14.70
