,Close Price
0,0.0
1,-0.0013168966680421335
2,-0.00582507829988721
3,0.0031833065035744568
4,-0.0025922428478422077
5,-0.00825051964140755
6,-0.004660273847437502
7,-0.01763054589837232
8,-0.01105541329431059
9,-0.009817042902340312
10,0.005706675215224166
11,-0.022064339886281203
12,-0.021640290501568238
13,-0.038484400886982684
14,-0.03778738168882079
15,-0.036512065192944476
16,-0.06636430452078734
17,-0.034557597285358455
18,-0.02077988046061119
19,-0.007550216016770861
20,0.003521059858276665
21,0.0030575550286071618
22,-0.007686367416070539
23,-0.004766608731239685
24,0.006100356323283762
25,0.013820989489452096
26,-0.005876376742395273
27,-0.020867272843677398
28,-0.02545900918411803
29,-0.03537026365364149
30,-0.05506002565238077
31,-0.03602009876597112
32,-0.028072768958095295
33,-0.02909946870971769
34,-0.028474638895868765
35,-0.03372691810323136
36,0.006288051895267266
37,-0.0015060842857916867
38,-0.016890299813447918
39,-0.0006970924916203103
40,0.013330674276400778
41,0.0054432110768463104
42,-0.006015612984054286
43,-0.011911647428155092
44,-0.015489278109408033
45,-0.012601401124350708
46,-0.008048848589361057
47,0.005157441233938798
48,0.003767037353741287
49,0.0042324902429244915
50,0.01177715176581362
51,-0.040302809567835496
52,-0.04642787015101302
53,-0.04578637137488073
54,-0.05301985769376216
55,-0.05044972643845025
56,-0.05354552277385505
57,-0.04746040970729215
58,-0.018895486976274967
59,-0.03648908137289908
60,-0.044582286282634165
61,-0.0678226124343233
62,-0.06588246825828392
63,-0.08576888874619382
64,-0.08624646547044268
65,-0.07729434135324542
66,-0.057796624871842894
67,-0.05887158268464798
68,-0.022437573010319234
69,-0.00264662272192151
70,-0.027041306045615165
71,-0.03043220189129947
72,-0.03360287482600466
73,-0.03387826566206442
74,-0.025511148783038173
75,-0.01744828329360182
76,-0.04286021494433356
77,-0.05826140588504369
78,-0.052073967535894106
79,-0.028851884217455215
80,-0.03214723719024626
81,-0.040545688896758136
82,-0.01973757657943409
83,-0.002896831848335779
84,-0.0045215826520221825
85,-0.02189862727093228
86,-0.021269654097903157
87,-0.0469423267739586
88,0.04092243228471926
89,0.05054868720209704
90,0.0818327959054459
91,0.06891048852122328
92,0.07070321733782947
93,0.08345325464968933
94,0.04684482062730311
95,0.052395977764416735
96,0.07247620184516457
97,0.072049153203535
98,0.08165736746047347
99,0.07239835889977897
100,0.07623909220108338
101,0.07237815477270004
102,0.08068763981085603
103,0.07661902730094017
104,0.07009197467297401
105,0.06250636226461737
106,0.07263875448682189
107,0.06466785052343305
108,0.07892376246821353
109,0.09326500383742253
110,0.09234429702847446
111,0.04775343005462496
112,0.061091750920065024
113,0.05526054455620599
114,0.05353896826358451
115,0.03916773207623159
116,0.024000439304381338
117,0.03169089781232515
118,0.024601035109111713
119,0.00969387588945736
120,0.016291927775001547
121,0.02350099663193994
122,0.033308545047741944
123,0.0234558280569237
124,0.025460678636614276
125,0.01977042281471242
126,0.01367317842234339
127,0.0037095099293260603
128,0.011847531037879833
129,0.015985740584929964
130,0.0019381593713703182
131,0.005632289877693708
132,0.0020844809178459656
133,0.006857984949398599
134,-0.010201560595320736
135,-0.057025297923662066
136,-0.0817546617673317
137,-0.08024980535008641
138,-0.08824026151685249
139,-0.09605745935186416
140,-0.06027812454308723
141,-0.08009880888182774
142,-0.074161566898864
143,-0.048077584155882036
144,-0.03868320601307662
145,-0.0538402463008083
146,-0.04787250468332527
147,-0.04240602844681529
148,-0.06571337460037263
149,-0.06245505099618942
150,-0.048031721167318686
151,-0.04778626337052838
152,-0.03496919002825205
153,-0.024128791526444537
154,-0.028806161549799647
155,-0.016203530740362737
156,-0.02775412861771276
157,-0.03148106985118648
158,-0.04742090628254925
159,-0.03985785003001041
160,-0.030875968368190065
161,-0.04685626652414676
162,-0.014903485657153048
163,-0.020251433934612706
164,-0.0411123563118867
165,-0.028171138829577558
166,-0.01416582118278864
167,-0.013847582625570176
168,-0.042789141773381445
169,-0.05316274457902459
170,-0.03505453088270638
171,-0.022723302243297105
172,-0.016227905618128702
173,-0.017896537814203306
174,-0.01377606285402777
175,-0.017303440316503327
176,-0.005990236866622922
177,0.03737034538326345
178,0.035883663139758326
179,0.030096558374209437
180,0.02702690275168873
181,0.006125782597218077
182,-0.003349317683519537
183,-0.03474376883645913
184,-0.06914589752909173
185,-0.0752917048137034
186,-0.05905774523850571
187,-0.06694960694130891
188,-0.07976016054282553
189,-0.07365421561586771
190,-0.047852772725784476
191,-0.029278547982062086
192,-0.0230649605615163
193,-0.02908231615799206
194,-0.014041798166955388
195,-0.011101680030485284
196,0.0032009845221727673
197,-0.009997074471910672
198,-0.025881540581611517
199,-0.015392817121646196
200,0.00045093897232462155
201,-0.008246917297177525
